backend,consec_topk_jaccard_mean,consec_topk_jaccard_std,conversation_id,conversation_label,highd_R,highd_step_angle_max_deg,highd_step_angle_mean_deg,highd_step_angle_min_deg,highd_step_angle_std_deg,mode,n_turns,to_first_topk_jaccard_mean,to_first_topk_jaccard_std,top1_change_rate,top1_entropy_bits,top1_score_mean,top1_score_std,top1_unique_symbols,topk_entropy_bits,topk_unique_symbols
openai-ada-002,0.2018636806515593,0.14932194555172854,extra::S64_LC1_expanded_free_chat,Baseline 11: Long Conversation - AIC Free chat baseline conversation (50 turns),0.5747725228741943,75.72937977756608,63.9109667804722,49.61871430882169,6.466452324551659,centered,100,0.10512420912420906,0.11914561481960843,0.8888888888888888,4.925949881463589,0.23125356306831438,0.07658865556007648,42,6.017087618492301,121
openai-ada-002,0.15207620662166108,0.13160075385531467,extra::S64_LC1_expanded_free_chat,Baseline 11: Long Conversation - AIC Free chat baseline conversation (50 turns),0.8759699084182884,43.98109331415427,36.3284040507725,28.189026324088687,3.6162155316688644,raw,100,0.09158241758241756,0.11396809223667248,0.8888888888888888,5.089695161235747,0.7986104224377192,0.022320019833580142,46,6.327508237025112,130
qwen,0.1520351702169883,0.13032463876374858,extra::S64_LC1_expanded_free_chat,Baseline 11: Long Conversation - AIC Free chat baseline conversation (50 turns),0.5338756658194993,84.66205561552583,65.96818463093429,42.20476657039709,8.190210935203543,centered,100,0.0660879120879121,0.11684730777961735,0.9191919191919192,5.30762710027477,0.2603743196634357,0.08705145206743554,50,6.416033190384111,137
qwen,0.16374265465174545,0.13126127516479535,extra::S64_LC1_expanded_free_chat,Baseline 11: Long Conversation - AIC Free chat baseline conversation (50 turns),0.6691736429756624,69.72838991549116,57.215356875373324,37.2259665712113,7.118904246214286,raw,100,0.055069597069597076,0.11001988144164176,0.9090909090909091,5.39011360102531,0.5691955213665508,0.07241806447899171,53,6.333237803538193,131
s128,0.14769966285117792,0.14719069784518068,extra::S64_LC1_expanded_free_chat,Baseline 11: Long Conversation - AIC Free chat baseline conversation (50 turns),0.6102892967664669,75.14624783107297,62.90512329458038,43.314966189169915,6.749734376333509,centered,100,0.15255300255300253,0.1721831388729921,0.8585858585858586,5.325791565974343,0.2885530940219699,0.08751649022363256,50,6.5599041732544325,143
s128,0.1358109903564448,0.1553577212483159,extra::S64_LC1_expanded_free_chat,Baseline 11: Long Conversation - AIC Free chat baseline conversation (50 turns),0.7569075558797795,62.76300769691604,50.926150220744205,35.658992871324216,5.835145471725462,raw,100,0.10769563769563767,0.1391037558478578,0.8686868686868687,5.294757535498185,0.6565930649173681,0.0487274623776354,49,6.633168382442058,140
voyage-large-2-instruct,0.23220752311661375,0.15854690679834174,extra::S64_LC1_expanded_free_chat,Baseline 11: Long Conversation - AIC Free chat baseline conversation (50 turns),0.5458857858537353,80.81700927040659,64.64366352814655,45.163504367318204,7.86458162325752,centered,100,0.2445188145188143,0.17065090926647775,0.8686868686868687,4.466180757335289,0.30243951427878224,0.08317928695188807,36,5.5321334035407155,106
voyage-large-2-instruct,0.24242110302716346,0.1651562498864163,extra::S64_LC1_expanded_free_chat,Baseline 11: Long Conversation - AIC Free chat baseline conversation (50 turns),0.845515341527278,49.47249104006219,39.83025918009417,28.06238234939606,4.495633424372495,raw,100,0.17047818847818824,0.13654546659953387,0.9090909090909091,4.5695761230040635,0.7692315934936549,0.03338914619741324,33,5.344963448552593,79
bge-m3,0.4285901752568418,0.1454834102857698,naturalistic/B10_self_discovery_AI/baseline10,baseline10,0.8072145154171849,57.55633382224855,43.14275278850576,33.35861621316433,5.629407687109869,centered,46,0.3849194283976892,0.14011546123890925,0.7555555555555555,2.4210295022922357,0.24640598883782347,0.03398223898642417,9,4.48051707975838,44
bge-m3,0.46566519899853215,0.12863919512891064,naturalistic/B10_self_discovery_AI/baseline10,baseline10,0.7951281770302944,58.6634510838654,44.39719405224886,34.278669978338904,5.848460942327687,raw,46,0.4665653187392316,0.15635460058308168,0.5777777777777777,2.271012594864005,0.47182869251524984,0.024787846736108406,8,4.384815866381084,43
cohere-v3,0.2432076565409899,0.17245154086014686,naturalistic/B10_self_discovery_AI/baseline10,baseline10,0.6957789315749602,66.8333298601589,52.727710209458394,35.28265543318796,7.715856411785475,centered,46,0.16295057599405433,0.18256550396299112,0.8666666666666667,4.197049999313966,0.24606812079841056,0.034940385104666856,23,5.422457475419111,72
cohere-v3,0.269382962716296,0.18089240006061386,naturalistic/B10_self_discovery_AI/baseline10,baseline10,0.668710143647701,70.07677431540165,54.73707587816128,36.506085463537104,8.190278384652132,raw,46,0.19682925769882292,0.17351885940547632,0.8888888888888888,4.280925880831161,0.40757198350674245,0.03253745374210869,25,5.4032989351804925,73
e5-finetuned-v6,0.2014696414696415,0.14995390401315087,naturalistic/B10_self_discovery_AI/baseline10,baseline10,0.6835249994476995,66.87795774875673,54.51190068504842,39.160557382709385,6.614637797880214,centered,46,0.12853957636566335,0.16420215497408563,0.8888888888888888,4.838566847221133,0.20020413822925487,0.03442093935701529,32,6.103184258583113,97
e5-finetuned-v6,0.16401228401228404,0.1441781492046719,naturalistic/B10_self_discovery_AI/baseline10,baseline10,0.8541407982830721,46.96228611802377,38.05305329729593,27.69575762563194,4.5128644901551445,raw,46,0.10810638636725599,0.1778548218365008,0.8222222222222222,4.8114991842246875,0.7250650887752168,0.014368312137081417,32,6.265174971340211,104
google,0.2762585562585562,0.14521439574538564,naturalistic/B10_self_discovery_AI/baseline10,baseline10,0.6983629646606382,68.29361389116833,51.516719167339346,36.700449855810035,7.295872788504228,centered,46,0.16875298614429057,0.1661671838467159,0.6888888888888889,3.314490855723471,0.19697042998390057,0.03126753991342197,15,5.357374552865447,71
google,0.2509066242399575,0.18630503204915408,naturalistic/B10_self_discovery_AI/baseline10,baseline10,0.8164583383593556,54.8052721547333,41.03441289854914,29.35988806192786,5.862998636209319,raw,46,0.14205552901205085,0.1973343790638906,0.9111111111111111,4.346627923687223,0.5936732143037954,0.02145027553235376,24,5.613719366939186,73
jina-v3,0.33578668245334903,0.2112644482788581,naturalistic/B10_self_discovery_AI/baseline10,baseline10,0.7494441286936411,65.65550633856346,45.760243500360126,29.858357471453175,8.573559245467026,centered,46,0.16461219939480812,0.17674780260453563,0.6888888888888889,3.541095664730081,0.28416185680364814,0.05041939403140585,17,5.132831204948072,63
jina-v3,0.23463548796882122,0.18499479735038313,naturalistic/B10_self_discovery_AI/baseline10,baseline10,0.5965334457312546,81.97194299485484,56.492888424549314,33.69214288865205,11.07401107898351,raw,46,0.11282051282051286,0.1684591627270378,0.8,4.169634239989914,0.27055833988949135,0.06946455801100603,24,6.002409758405434,95
mistral-embed,0.3152516619183285,0.162126381773569,naturalistic/B10_self_discovery_AI/baseline10,baseline10,0.7360638616896772,63.6189862257047,49.69475453767017,35.47645239030522,6.6084403218573335,centered,46,0.20030259595476982,0.1473886005349202,0.6888888888888889,2.723692662133825,0.22526522044123037,0.03792160029918551,15,5.16591358005737,67
mistral-embed,0.35471787471787464,0.17940597723385932,naturalistic/B10_self_discovery_AI/baseline10,baseline10,0.9020385675803556,42.18092948270115,31.061418491659186,23.185195375393015,4.0890154331246515,raw,46,0.2137920050963529,0.1494175312347865,0.6888888888888889,3.3112876431457146,0.7452663833062126,0.018364479356773957,16,4.926698789885255,59
nomic,0.36711486044819375,0.15166966485918068,naturalistic/B10_self_discovery_AI/baseline10,baseline10,0.8072703881375048,56.21546921070963,42.11892863043473,31.186760048751268,6.3722432704229535,centered,46,0.3304926957100869,0.14957347898123022,0.7111111111111111,2.9883582307093173,0.2463403493637703,0.029149015570870778,13,4.641475966364607,48
nomic,0.2526722660055992,0.1647796509663473,naturalistic/B10_self_discovery_AI/baseline10,baseline10,0.8633193367670084,46.37792319734296,35.77717450331276,25.972624796599934,5.429289019502027,raw,46,0.13299019820758948,0.16251456704695189,0.9333333333333333,4.182964197642541,0.6332361967626684,0.022623564640715285,25,5.485696716977519,73
openai-3-large,0.34560797227463896,0.17711518442889987,naturalistic/B10_self_discovery_AI/baseline10,baseline10,0.7082684608412199,67.89349911341297,51.64259921260024,37.739345017937275,7.209080611386255,centered,46,0.2289686159251376,0.2022332088117982,0.6888888888888889,3.5517527298548512,0.23237989975294454,0.04089755103932833,16,5.146951815860684,59
openai-3-large,0.31127144460477785,0.16275481572187867,naturalistic/B10_self_discovery_AI/baseline10,baseline10,0.6787086396317531,71.77696009056581,53.879070695435416,38.20853196165293,7.5594153163599325,raw,46,0.22017885496146367,0.19356254237071233,0.7777777777777778,3.7357612830413167,0.34566760936727897,0.035654061583764975,18,5.315305824375764,68
openai-3-small,0.31973409306742634,0.18405648077020909,naturalistic/B10_self_discovery_AI/baseline10,baseline10,0.696693499638539,71.8589165714198,54.04916645281485,39.864098427748814,7.473095000847967,centered,46,0.16275608449521495,0.1655396627488839,0.8444444444444444,3.630664177473129,0.25832609683241864,0.048843772823024705,18,5.151120570233787,63
openai-3-small,0.36052638719305374,0.18516062280601187,naturalistic/B10_self_discovery_AI/baseline10,baseline10,0.6863933131622615,74.32926420687062,54.83959328423687,41.82537570613494,7.81567484390059,raw,46,0.14781016085363918,0.168854196234842,0.8222222222222222,3.764999934515528,0.38342990341483285,0.03994908487325164,20,5.107110461148559,60
openai-ada-002,0.2870033670033669,0.14260194572601947,naturalistic/B10_self_discovery_AI/baseline10,baseline10,0.687899665697282,68.89697102054836,55.56596831617993,42.77548284820755,6.489802645667591,centered,46,0.16482503004242136,0.19171190174799646,0.8666666666666667,4.1021689563472785,0.2063346776396807,0.04235134606158921,21,5.252848762855764,64
openai-ada-002,0.2693883893883893,0.16960895187713837,naturalistic/B10_self_discovery_AI/baseline10,baseline10,0.9002926394766092,41.525412340272126,32.45566298200078,25.37607682264787,3.8762571668961545,raw,46,0.16130536130536136,0.1862897055060049,0.8888888888888888,4.302240011079259,0.7876029219578323,0.015096615058535979,24,5.4129248030895525,66
qwen,0.2552366152366151,0.1380563604082809,naturalistic/B10_self_discovery_AI/baseline10,baseline10,0.7009213804464518,69.34938385265674,51.46414531252656,38.09271452387026,7.246248782787206,centered,46,0.12685140946010517,0.16785636062079187,0.8444444444444444,3.88801209994099,0.22504059415211308,0.03498838373842281,22,5.438693197939941,72
qwen,0.2566426166426166,0.14179742105594945,naturalistic/B10_self_discovery_AI/baseline10,baseline10,0.6618835339129565,72.56520133360927,54.43510817263671,40.81265772534196,7.754242310714764,raw,46,0.12135690396559971,0.15663120298387817,0.8666666666666667,4.0391994573855445,0.4041871967474238,0.05244288510999059,21,5.424229674397699,70
s128,0.1463647463647464,0.14763040885574166,naturalistic/B10_self_discovery_AI/baseline10,baseline10,0.7179010612982243,68.44080070125483,52.83476326679504,40.858457039593546,6.3795182084358,centered,46,0.09009396400700753,0.1619181676212867,0.9111111111111111,4.941933966830498,0.24822770785108922,0.0541006836240882,34,6.480588500620894,113
s128,0.16256336256336257,0.1609768048956045,naturalistic/B10_self_discovery_AI/baseline10,baseline10,0.7738292000742719,61.07279612238724,47.7374779221093,36.53379784223209,5.726349705465804,raw,46,0.0995294560511952,0.17512192805785234,0.9111111111111111,4.958344564703616,0.5758686962996488,0.02973105806870567,34,6.526046392648353,119
voyage-large-2-instruct,0.43196852530185875,0.14656587651238207,naturalistic/B10_self_discovery_AI/baseline10,baseline10,0.6896257581249906,70.01975520289585,50.14417986849168,33.32745064393501,8.715767436083306,centered,46,0.3131650957737913,0.15388999171806242,0.6666666666666666,3.1407436848519645,0.3080830320480467,0.05688870135131051,15,4.55255346262411,41
voyage-large-2-instruct,0.4064957264957266,0.19481770003683585,naturalistic/B10_self_discovery_AI/baseline10,baseline10,0.8545218560355036,51.85693560837211,35.33307228999338,22.808308699162403,6.1427425123120925,raw,46,0.30130883609144465,0.16967020556266263,0.7111111111111111,3.017596882187856,0.7250272024695489,0.023367479558183333,12,4.716231665354862,47
bge-m3,0.3314483496301676,0.17081565395584875,naturalistic/B9_self_discovery_jjjs/baseline09,baseline09,0.7445727543189627,69.83154027961531,51.21221056910331,32.097450981087626,9.2225356450006,centered,56,0.13150183150183148,0.20486596624112627,0.7090909090909091,2.834091052377856,0.2359985121407059,0.030333573699086132,14,4.874029819842943,61
bge-m3,0.37536241536241527,0.1842816472616081,naturalistic/B9_self_discovery_jjjs/baseline09,baseline09,0.7360095215302543,67.3001653304666,52.029218662032456,33.19407964049092,8.094040367823123,raw,56,0.14363335077620792,0.21834150827321783,0.8727272727272727,3.5400712271957633,0.4736389258214276,0.04531373886533472,19,4.7590464130854535,57
cohere-v3,0.1948294130112312,0.12281042540356364,naturalistic/B9_self_discovery_jjjs/baseline09,baseline09,0.6231744537412013,84.6475661642423,60.09350849934911,39.60438881769616,10.696035307974677,centered,56,0.08239022881880027,0.19955746313203077,0.9272727272727272,4.6729658606662525,0.2365914964595083,0.03755119261123172,32,5.654122510714535,78
cohere-v3,0.20517906336088146,0.14516545513028864,naturalistic/B9_self_discovery_jjjs/baseline09,baseline09,0.602294462522156,80.90042139056548,61.505610056365946,41.424873039976404,9.618064182817035,raw,56,0.06190476190476192,0.19357650030895132,0.8181818181818182,4.204239966471226,0.4109934533007662,0.043544473923035135,25,5.583197280483286,84
e5-finetuned-v6,0.15284715284715286,0.11991428591597231,naturalistic/B9_self_discovery_jjjs/baseline09,baseline09,0.6397809623422677,80.82095535090271,59.60454002287134,42.09051514472636,10.119383241345123,centered,56,0.08129251700680272,0.19067491179904872,0.8363636363636363,4.671468484969367,0.1896359666183626,0.04603807406313249,31,6.116015678260982,105
e5-finetuned-v6,0.12575303484394393,0.11352065094033789,naturalistic/B9_self_discovery_jjjs/baseline09,baseline09,0.849848636350993,52.0835575777919,39.813657589348466,28.244137207717586,6.198934167418297,raw,56,0.06751700680272112,0.18673624276026404,0.8545454545454545,4.857010619348655,0.73749130106738,0.019052494519199013,35,6.264835395019886,107
google,0.25654264926992193,0.1701534297842782,naturalistic/B9_self_discovery_jjjs/baseline09,baseline09,0.6174152196325595,79.63977544183054,60.767799030328646,43.90784821249906,10.46359439002365,centered,56,0.14644165358451078,0.17944200420005457,0.8363636363636363,3.830050351431555,0.20910928739086337,0.04282693988623575,23,5.445044101899872,80
google,0.17432991251173072,0.15137630971457045,naturalistic/B9_self_discovery_jjjs/baseline09,baseline09,0.7818639698169234,58.77039937045168,47.18864566463009,34.561226308006646,7.157353187140716,raw,56,0.08435374149659866,0.1919374990299735,0.8727272727272727,4.403723512479212,0.6067985693657658,0.02951497510571186,28,5.892765519238234,95
jina-v3,0.2421219184855548,0.18132613053870383,naturalistic/B9_self_discovery_jjjs/baseline09,baseline09,0.667876368534156,82.5131988862952,54.90567234715017,34.74313953397924,13.035984736094406,centered,56,0.08630179344465062,0.19953105278035754,0.8363636363636363,3.9189869584227637,0.2703783688175612,0.055215942940110424,21,5.402949755869485,78
jina-v3,0.17937981210708479,0.18175547759100175,naturalistic/B9_self_discovery_jjjs/baseline09,baseline09,0.5120637459790217,85.81628720360601,64.44959715284303,41.277700650552895,12.77941451575887,raw,56,0.04693877551020409,0.18835053871733187,0.8727272727272727,4.600501191202289,0.31829431998126917,0.10606388556119235,30,6.265409892368014,110
mistral-embed,0.27702842611933515,0.16759022153669698,naturalistic/B9_self_discovery_jjjs/baseline09,baseline09,0.674035508810834,78.52238730912536,56.245097820667674,39.7391371767604,10.502933397153631,centered,56,0.07159863945578235,0.19238001861184018,0.6545454545454545,3.0064389890593,0.20650223086838432,0.03342545927151817,17,5.301686122238359,74
mistral-embed,0.3310455201364291,0.17494847609871078,naturalistic/B9_self_discovery_jjjs/baseline09,baseline09,0.8778247949096147,47.17055439495892,35.47326010111433,25.582775002610553,5.766627896970905,raw,56,0.16285975928833066,0.19905538659850167,0.6909090909090909,3.64664832693782,0.7335354425316215,0.016571660537522227,16,5.043355930654201,62
nomic,0.3020313020313019,0.19824832777403095,naturalistic/B9_self_discovery_jjjs/baseline09,baseline09,0.7330232466945826,78.8659488405005,51.64940591351697,30.558904533893966,12.085564855744712,centered,56,0.055519480519480524,0.20243703226025314,0.8,3.5038986116652526,0.23337918371381502,0.04624160319582303,18,5.0153621679648275,64
nomic,0.16941442395987844,0.165462338367901,naturalistic/B9_self_discovery_jjjs/baseline09,baseline09,0.8285255209875195,59.560604725264476,41.97395009706282,27.645200894296448,7.728551461623339,raw,56,0.08630179344465064,0.19953105278035752,0.8727272727272727,4.274708755667472,0.6422762224534242,0.04483545386341202,25,5.789419508553405,87
openai-3-large,0.21748554475827198,0.1617270112982897,naturalistic/B9_self_discovery_jjjs/baseline09,baseline09,0.6209494271945103,79.08449967058006,60.75500438672099,43.608987542327654,9.480529876890797,centered,56,0.07715419501133787,0.22178304955986794,0.8545454545454545,4.277913127523213,0.2224654663948809,0.052033793967044134,27,5.546534532737072,81
openai-3-large,0.2327551236642145,0.17656241048941576,naturalistic/B9_self_discovery_jjjs/baseline09,baseline09,0.5766933122235279,80.50047254633814,63.59943968595633,45.7045071661595,9.50375598789165,raw,56,0.05454545454545455,0.1985808234305202,0.9090909090909091,4.136577728996215,0.33858687456911957,0.049200436973459806,26,5.659041307503432,89
openai-3-small,0.2567311476402385,0.1800566966522771,naturalistic/B9_self_discovery_jjjs/baseline09,baseline09,0.6149176404271031,78.18890958302948,61.0481106135001,44.56160714243841,9.521972397866614,centered,56,0.06083797155225727,0.1987913816627717,0.8181818181818182,3.783429685619415,0.24228215160516567,0.05530490226246295,25,5.467623608276262,81
openai-3-small,0.2632672378126923,0.18010228870932946,naturalistic/B9_self_discovery_jjjs/baseline09,baseline09,0.6010182900506784,78.18506047471251,61.96163245482857,45.44245436140981,9.368022237421675,raw,56,0.07639979068550498,0.19098810353403242,0.8545454545454545,3.5954391125027048,0.3716640969030494,0.049877165620748086,24,5.459719058795092,84
openai-ada-002,0.21875821148548422,0.13820998687527886,naturalistic/B9_self_discovery_jjjs/baseline09,baseline09,0.6181832122135084,78.24691912168187,61.77062981034041,42.79387138385254,9.173606875114167,centered,56,0.07278911564625853,0.1921350154999611,0.9090909090909091,4.22987820009944,0.2060108567984705,0.03953897860618464,25,5.477865725399805,76
openai-ada-002,0.20895347077165258,0.16676432013383233,naturalistic/B9_self_discovery_jjjs/baseline09,baseline09,0.8840436504945316,43.72155153610089,35.48554799229328,25.453769543916515,4.8318290868706715,raw,56,0.052164502164502156,0.19882509418298447,0.8181818181818182,4.402515020892633,0.7902317495964795,0.01073320792393803,27,5.716932284665673,84
qwen,0.20403354221536038,0.15947523677150327,naturalistic/B9_self_discovery_jjjs/baseline09,baseline09,0.5943019571173761,85.16819708938766,61.037555933033026,38.544779881144606,12.868800741362325,centered,56,0.08119975262832409,0.19985160469079616,0.8181818181818182,4.162477530264859,0.24137305589863914,0.04865835034971758,24,5.729514772645561,83
qwen,0.22495040313222128,0.19733803409067724,naturalistic/B9_self_discovery_jjjs/baseline09,baseline09,0.6387211925823257,77.509763881122,58.61301907638502,37.793105746357085,10.203469876621066,raw,56,0.07703368060510919,0.1980663278132604,0.8363636363636363,4.133272672707035,0.49386129522190547,0.09961114250775209,22,5.651996796009061,82
s128,0.1418690400508582,0.1382013099390712,naturalistic/B9_self_discovery_jjjs/baseline09,baseline09,0.6463477908696736,83.60500769284938,58.62038849991222,39.42173918711562,10.872804943731586,centered,56,0.06542980828695118,0.20795067138522794,0.8545454545454545,4.887537511217001,0.23198000907015368,0.057534085497349265,34,6.46822855469576,119
s128,0.13556988466079373,0.12622826795024117,naturalistic/B9_self_discovery_jjjs/baseline09,baseline09,0.7555178528748006,69.18415038729253,49.76311683840801,32.76430817507915,8.84525626614486,raw,56,0.05595238095238096,0.19437619911426085,0.8545454545454545,4.885754199250753,0.6080020255517476,0.0482512262533988,34,6.51782190572673,120
voyage-large-2-instruct,0.3117359408268499,0.14681921821093674,naturalistic/B9_self_discovery_jjjs/baseline09,baseline09,0.6148874261722517,79.64400072012457,58.21091051583561,39.517012626154894,11.016950655057908,centered,56,0.16068098568098563,0.18862650324599367,0.9272727272727272,3.9379433703490965,0.2866015150002967,0.04969180270780329,20,4.94622860270412,51
voyage-large-2-instruct,0.2618948728039636,0.16202760644023223,naturalistic/B9_self_discovery_jjjs/baseline09,baseline09,0.8338827701103407,50.41701638557374,39.66053221557482,29.448425903473268,6.243888474649921,raw,56,0.0899196042053185,0.20450858433523944,0.8,3.850577507024109,0.7280271197079298,0.031712153243410306,19,5.203496336990644,56
